,,,4,《貝爾蒙特報告書》可規範何種學術領域的研究人員？,,,,,,,,,,,,,,,,,,
,2,,,《貝爾蒙特報告書》的緣起與何種實驗研究有關？,,,,,,,,,,,,,,,,,,
,,,4,《個資法》第19條第1項規定，非公務機關對個人資料之蒐集或處理，應有特定目的外，並且須符合下列何種情形之一，才可以為之？,,,,,,,,,,,,,,,,,,
,,3,,「抄襲著作」違反《著作權法》的判斷標準，除了須依《著作權法》第44至65條規定之審酌合理使用外，法院還以什麼要件作為衡量依據？,,,,,,,,,,,,,,,,,,
,,3,,「過年快到了，所以要大掃除，這星期天早上媽媽要拖地、爸爸要掃地、姊姊要擦窗戶、哥哥要清蜘蛛絲，而我要洗鍋子。」若將上述內容「摘寫」（summarizing），何者最恰當？,,,,,,,,,,,,,,,,,,
,,,4,A出版社若想再出版已逝世十年之B文學家的著作，依《著作權法》規定，A出版社應該怎麼做最適當？,,,,,,,,,,,,,,,,,,
1,,,,A醫療機構欲對B（具有意識能力之成年人）做人體試驗，卻未明確告知B有關試驗事項，但B已書面同意A對其做人體試驗，A違反何種研究倫理？,,,,,,,,,,,,,,,,,,
,2,,,一位指導教授臨時需要實驗結果的資料，然而負責幫教授執行實驗的研究生小究卻發現，目前仍有三筆數據的結果還未取得。然而，為了可以如期交付實驗結果，他只好在該三筆數據結果的空白欄位中，隨機填上數字，以求暫時對教授有所交代。請問小究的行為，屬於以下何種不當研究行為？,,,,,,,,,,,,,,,,,,
,2,,,下列四種資料中，何者不是《個資法》所規範的對象？,,,,,,,,,,,,,,,,,,
,2,,,下列何者「非」產生自我抄襲之可能原因？ ,,,,,,,,,,,,,,,,,,
,2,,,下列何者不是《貝爾蒙特報告書》所提到之研究過程中必須遵循的基本原則？,,,,,,,,,,,,,,,,,,
,,3,,下列何者不是「摘寫」 (summarizing) 應注意的事項？,,,,,,,,,,,,,,,,,,
,2,,,下列何者不是常見的研究倫理專業規範的主要類型？,,,,,,,,,,,,,,,,,,
,2,,,下列何者不是學術寫作上避免抄襲與剽竊的方法？,,,,,,,,,,,,,,,,,,
1,,3,4,下列何者不屬於需要使用「引述」(quoting)的情況？,,,,,,,,,,,,,,,,,,
,2,,,下列何者不屬於篡改的定義？,,,,,,,,,,,,,,,,,,
,,3,,下列何者非《貝爾蒙特報告書》的三項基本原則,,,,,,,,,,,,,,,,,,
,2,,,下列何者非引述的文字前後使用「引號」或「雙引號」的原因？,,,,,,,,,,,,,,,,,,
1,,,,下列何者為可接受的後製研究圖像方式？,,,,,,,,,,,,,,,,,,
,,,4,下列何者為論文寫作中，適當的引號使用方式？,,,,,,,,,,,,,,,,,,
1,,,,下列何者較不可能出現自我抄襲的狀況？,,,,,,,,,,,,,,,,,,
,,3,,下列何者屬於捏造資料的案例？,,,,,,,,,,,,,,,,,,
,,,4,下列何種行為可能構成學術上的抄襲或剽竊行為，但卻未必違背《著作權法》的相關規定？,,,,,,,,,,,,,,,,,,
1,,,,下列何種行為較不會有「自我抄襲」的疑慮？,,,,,,,,,,,,,,,,,,
1,,,,下列何種情形符合《貝爾蒙特報告書》的「正義」原則？,,,,,,,,,,,,,,,,,,
,2,,,下列對摘寫（summarizing）的寫作技巧，何者有誤？,,,,,,,,,,,,,,,,,,
,,,4,下列關於《貝爾蒙特報告書》（Belmont Report）中提及之受試者保護原則的應用，何者是正確的敘述？,,,,,,,,,,,,,,,,,,
,,3,4,下列關於《貝爾蒙特報告書》所作的配對，何者錯誤？,,,,,,,,,,,,,,,,,,
,,3,,下列關於「不當的作者定義或掛名」之敘述，何者錯誤？,,,,,,,,,,,,,,,,,,
,2,,,下列關於正當引用要件之敘述，何者正確？,,,,,,,,,,,,,,,,,,
,,,4,下列關於自我抄襲的敘述，何者正確？,,,,,,,,,,,,,,,,,,
,,,4,下列關於科學研究之利益衝突的描述，何者有誤？,,,,,,,,,,,,,,,,,,
,,3,,下列關於隱私權的敘述，何者正確？,,,,,,,,,,,,,,,,,,
,2,,,大部分的出版商或是期刊，對於研究圖像的處理，皆訂立有相關的規範。下列何者是較不被允許的圖像處理方式？,,,,,,,,,,,,,,,,,,
,,,4,小光所就讀的研究所規定，研究生在畢業前必須發表至少一篇期刊論文。在小光完成期刊論文後，他發現距離畢業的時間在即，他不確定自己的作品在畢業前是否可以如期被期刊所刊登，因此他決定將該篇論文一次投稿到三本期刊，以期增加獲刊登的機會；他也告訴自己，一旦該篇論文被重複接受，他也會選擇撤掉其他的投稿，只留其中一本期刊做刊登。小光的行為，是否涉及不當研究行為？,,,,,,,,,,,,,,,,,,
,2,,,小明是一位主修臨床心理學的研究生，他最近正在以中文撰寫他的碩士論文企劃書，但在過程中遇到了一個難題。小明欲在「名詞釋義」的章節中定義一些心理學的理論及欲探討的實驗變項，但他覺得自己並非理論的專家或心理學的大師，怎麼能自行提出定義去詮釋這些專有名詞呢？因此，他詢問了一些研究所的同班同學，希望得到最正確的寫作方式。請問，下列誰提供的方法是最正確的寫作格式呢？,,,,,,,,,,,,,,,,,,
,2,,,小美為了完成教育哲學的期末書面報告，她從五個網站中分別擷取資料內容，再拼湊成完整的報告。請問小美的行為是否為抄襲？請選出合理的回答。,,,,,,,,,,,,,,,,,,
,,,4,小香主導的論文是由許多人分工、協助完成的，當她在思考誰具有掛名資格時，絕對不能將誰排除？,,,,,,,,,,,,,,,,,,
,,3,,小狼與小櫻是已婚夫妻，小狼因需要出國出差，擔心小櫻自己在家會遭遇危險，因此擅自在家中設置針孔攝影機，以便遠端觀看家中情形。請問小狼的行為是否侵犯到小櫻的隱私權？,,,,,,,,,,,,,,,,,,
,,3,,小綠除了是快樂國小的老師，也是開心大學研究所的學生，其指導教授黃老師為進行研究，希望小綠能同意讓他在其級任班級的教室後方觀察學童之行為，當然也會徵求學童及其家長之同意。請問黃老師的要求是否完全符合受試者需「自願參與研究」的精神？,,,,,,,,,,,,,,,,,,
,,,4,小聰將自己已發表之論文的部份內容拿來重複使用，顧及發表之主題不完全相同，故僅使用相關且重要的部分，並重新整理資料與改寫文字，且註明資料來源。請問小聰的行為是否觸及自我抄襲？,,,,,,,,,,,,,,,,,,
,2,,,引用他人著作於自己的著作中，須有正確的引用方式。下列何者是較為正確的引用行為？,,,,,,,,,,,,,,,,,,
,,3,,引用他人著作於自己著作中有兩種形式：原文串在正文內或原文獨立一段，下列何種情形通常會將原文獨立自成一段？,,,,,,,,,,,,,,,,,,
1,,,,以下的論文寫作方法何者屬於「改寫」 (paraphrasing)？,,,,,,,,,,,,,,,,,,
1,,,,以下哪一行為並無違反研究倫理？,,,,,,,,,,,,,,,,,,
,,3,,以下關於「捏造」與「篡改」的敘述，何者有誤？,,,,,,,,,,,,,,,,,,
,,,4,甲醫療機構為研究特殊疾病，欲對十六歲之乙做人體試驗，有關書面同意須由何人為之？,,,,,,,,,,,,,,,,,,
,,,4,同學們在討論「自我抄襲」的行為，何者所述是正確的？,,,,,,,,,,,,,,,,,,
,,3,,向當事人取得個人資料時，下列何種事項並非法定應告知事項？,,,,,,,,,,,,,,,,,,
,,,4,在《個人資料保護法》上，對個人的何種資料進行蒐集、處理或利用，將會侵犯到他人的隱私權？ a.姓名 b.國民身分證統一編號 c.特徵 d.職業 e.聯絡方式 f.財務情況 g.家庭,,,,,,,,,,,,,,,,,,
1,,,,在科學研究之利益衝突的範疇裡，何種身分的人最有責任管理研究中的潛在利益衝突？,,,,,,,,,,,,,,,,,,
,2,,,在進行研究的過程中，下列何種行為最可以保障研究受試者的權利和維護他們的安全？,,,,,,,,,,,,,,,,,,
,2,3,,何者是《個資法》第6條第1項規定原則上不得蒐集、處理或利用之個人資料？,,,,,,,,,,,,,,,,,,
1,,,,快樂社區的流浪狗被虐待致死，由於虐待者的手段凶殘，該社區的居民決定找出虐待者，於是透過監視畫面，開始人肉搜索，發現小胖就是虐待動物的人，然而在搜索當中，搜索者阿國顯示的小胖個人資料卻不是已公開的個資或取自一般可得來源，阿國是否侵犯小胖的個人資訊隱私權？,,,,,,,,,,,,,,,,,,
,,3,,依《貝爾蒙特報告書》的「行善」原則，研究者如何評估研究是否可以執行？,,,,,,,,,,,,,,,,,,
,2,,,依《個資法》規定，何種取得個人資料的方式須告知當事人資料來源？,,,,,,,,,,,,,,,,,,
,,,4,依《著作權法》規定，著作人原則上於何時即開始享有著作權？,,,,,,,,,,,,,,,,,,
,,,4,依據《著作權法》，引用他人著作必須符合要件，才能構成合理使用。下列何者非其所稱之「要件」？,,,,,,,,,,,,,,,,,,
,,3,,花花撰寫作業時，為了避免抄襲的行為，所以引用網路期刊時，將一段內容的幾個名詞換句話說，例如把「老師」換成「教師」、把「台灣」換成「我國」，且不違反本意。請問花花的行為恰當嗎？,,,,,,,,,,,,,,,,,,
,,,4,阿明不想讓他人知道其指紋、性生活、病歷資料內容，上述何者是法律要保障的隱私？,,,,,,,,,,,,,,,,,,
,,3,,是否構成「自我抄襲」最主要的判斷標準為何？,,,,,,,,,,,,,,,,,,
,,3,,某化學系的學生為了使大眾更瞭解毒品的製作技術，在其畢業專題論文中，書中有一段文字係引用國外某化學專家製毒過程的的文章。請問此引用行為是否適當？,,,,,,,,,,,,,,,,,,
,,,4,某研究生甲每次作實驗都會撰擬實驗筆記，內容記載自己做實驗的心得、下次該改進的地方、與實驗成果等資訊，但該資訊僅作為自己參考，沒有對外公開。有一天甲將筆記借給同研究室交情很好的乙同學，但借閱給乙時，甲表示該筆記僅供乙參考，不希望他再轉借給別人或任意對外洩漏內容。另方面，乙平常有寫部落格（blog）文章當作備忘錄的習慣，乙閱讀甲的筆記後，把其中部分內容摘錄下來貼上自己的部落格，以供日後參考（部落格設定為公開狀態，但除了乙的好友外沒什麼其他人在看）。,,,,,,,,,,,,,,,,,,
,2,3,4,某研究所A所長帶領一個研究團隊進行細胞生長的研究，其同時受B私人企業之託，於實驗中使用B企業生產之產品，並美化產品效果，此團隊研究員C生後來發現此產品並不如當初發表的研究成果。請問C生現處於何種利益衝突？,,,,,,,,,,,,,,,,,,
1,,3,,某海生館的海豹利用水彩作畫，並公開展覽。其畫作是否受《著作權法》保護？,,,,,,,,,,,,,,,,,,
,2,,,研究者向科技部申請補助專題研究計畫，科技部會要求研究者的研究行為須符合學術倫理，何者是科技部所制定的學術倫理規範？,,,,,,,,,,,,,,,,,,
,,,4,研究者若無依《個資法》的規定利用個人資料，將會有許多懲處，下列何者較不可能發生？,,,,,,,,,,,,,,,,,,
,2,,,研究者與研究機構若做好利益衝突管理，除了會使研究風氣更為和諧外，還有哪些是主要的原因？ a.保護受試者 b.對社會負責 c.建立權威性 d.奠基學術研究,,,,,,,,,,,,,,,,,,(選二可是錯了QQ看能不能有人review到這題@20171217)
,,3,,研究倫理委員會的委員在研究過程中占有重要一環，若讓不適任的人士擔任研究倫理委員會之委員，會產生何種主要後果？,,,,,,,,,,,,,,,,,,
1,,,,研究倫理的專業規範可幫助研究者落實哪些研究行為？_x0081_A.誠實 B._x0082_主觀 _x0083_C.正確 D._x0084_效率 E._x0085_客觀 F._x0086_保護受試者,,,,,,,,,,,,,,,,,,
1,2,3,,美美是表演藝術系的學生，在課堂中為介紹傣族的舞蹈，播放某劇團公開表演的傣族舞蹈片段。若要考量此引用行為是否在合理範圍內，下列何者不是主要考量的事項？,,,,,,,,,,,,,,,,,,
,,3,,若您是研究倫理委員會的負責人，你欲邀請專家學者擔任某研究計畫的審查委員，請問下列何人是最能勝任研究倫理委員會的委員？,,,,,,,,,,,,,,,,,,
,,3,,若無《個資法》的存在及規範，對個人可能會有哪些影響？ a.人格 b.隱私 c.生活安全 d.自主性 e.受益權,,,,,,,,,,,,,,,,,,
,,,4,根據臺灣《著作權法》第65條的規定，請問下列哪個行為應該是符合「合理範圍」和「合理使用」的情況？,,,,,,,,,,,,,,,,,,
,2,,,做好利益衝突管理可以確保「科學研究的廉正性」，請問下列何種行為不會影響科學研究的廉正性？,,,,,,,,,,,,,,,,,,
,,3,,張教授在自己開設的「教育學研究方法」課程中，和碩一新生們討論研究倫理的議題。許多同學發表了自己對研究倫理的看法，請問下列誰的敘述是正確的？ 小奇：研究倫理的精神包括公正、誠信、負責等，我們應該秉持這些精神去做研究，才能獲得社會大眾對研究成果的信任，也有助於科學研究的長遠發展。 小倫：研究倫理是給專業研究人員依循的行為規範。由於研究生是還在學習階段的學生，因此可以自行斟酌是否遵循，沒有強制要求得照著標準行事。 菲菲：在我國《人體研究法》中定義的「研究」，僅限於高風險的人體醫學研究，例如：注射試驗藥品、進行臨床試驗療程等。其他研究類型則不適用此法。 蒂蒂：依據我國《個人資料保護法》中的規定，研究人員必須在取得實驗受試者的自主同意之後，才能蒐集、處理及利用他們的個人資料。 小明：我國的《著作權法》保障了學術研究中之語言及文字創作成果的著作權（例如：學位論文、研討會或期刊論文等），但尚未擴及至其他類型的學術成果，例如電腦程式著作、戲劇創作，或工業設計成品等。,,,,,,,,,,,,,,,,,,
,,,4,從開始撰寫研究論文至投稿成功的過程中，下列何者不是一位負責任的研究者必須做的行為？,,,,,,,,,,,,,,,,,,
,,3,,造成自我抄襲的原因有多種情況，下列何者較不是常見的理由？,,,,,,,,,,,,,,,,,,
1,,,,單純為傳達事實之新聞報導所作成之語文著作是否為《著作權法》所列不受保護的著作？,,,,,,,,,,,,,,,,,,
1,,,,萍萍是一位管理學領域的博士生，她最近完成了一項研究，正準備將自己主筆撰寫的英文論文投稿至國外的管理學期刊。依據下方的敘述，除了萍萍之外，誰也有資格成為論文的共同作者？ 指導教授：他引導萍萍發想及建構她的研究，也協助她解決研究上的困難。他曾多次批閱萍萍的論文，並修正研究結果的詮釋及推論；他也是萍萍的研究的經費支持者。Williams教授：他是萍萍在論文中採用之管理學理論的提出者，也是一名美國的大學教授。他和萍萍不認識，雙方也沒有合作關係；萍萍在論文中引用了多篇Williams教授的著作。王姓教授：他協助萍萍解決統計分析上的困難，並多次和萍萍討論統計結果的推論，對研究結果的詮釋也提供了不少個人想法，且多數想法都被萍萍採用。黃姓教授：他讓萍萍在自己任課的四個班級進行問卷調查，並依據時間點的不同，每個班級的學生都至少填寫了三回合的問卷。萍萍非常感謝黃姓助理教授對她在受試者招募上的協助。,,,,,,,,,,,,,,,,,,
1,,,,著作人有「著作人格權」及「著作財產權」兩項權利，下列何者不屬於「著作財產權」保護範疇？,,,,,,,,,,,,,,,,,,
,2,,,著作人原則上於什麼時候取得著作權？,,,,,,,,,,,,,,,,,,
,,3,,葉教授想要於近期內投稿一篇期刊，撰寫此期刊過程中，他亦參考自身之前的期刊論文，下列何種行為沒有自我抄襲的疑慮？,,,,,,,,,,,,,,,,,,
1,2,,4,對個人資料之利用，除規定範圍內為之外，還得在特定目的外利用。關於此特定目的，公務機關比非公務機關還多了哪一項特定目的？,,,,,,,,,,,,,,,,,,
,,,4,請問下列誰的行為有違反他人隱私權的疑慮？,,,,,,,,,,,,,,,,,,
1,,,,請問科技部的《研究人員學術倫理規範》與《學術倫理案件處理及審議要點》差異為何？,,,,,,,,,,,,,,,,,,
,2,,,論文中所呈現的作者具有重大意義，不但可以使讀者了解這份研究的執行者、研究成果及著作權的歸屬，以及當讀者對內容有疑問時，可以向誰詢問等。一般而言，下列何者非論文作者應具有的意涵？,,,,,,,,,,,,,,,,,,
,2,,,學術寫作上，在自己的論文中「引用」他人著作的行為，通常是與著作權的什麼規範有關？,,,,,,,,,,,,,,,,,,
,2,,,避免抄襲或剽竊的最佳作法為下列哪種行為？,,,,,,,,,,,,,,,,,,
,,3,,隱私權能「使個人緩和自身的緊張與壓力，並使其能在私密領域內真正做自己，不受他人的干預與責備」，這是屬於隱私的何種價值？,,,,,,,,,,,,,,,,,,
,,,4,關於「引述」（quoting）的敘述，何者有誤？,,,,,,,,,,,,,,,,,,
,,3,,關於我國對於利益衝突管理的敘述，下列何者有誤？,,,,,,,,,,,,,,,,,,
,,3,,關於改寫的敘述，何者錯誤？,,,,,,,,,,,,,,,,,,
,2,,,關於隱私及隱私權的敘述，下列何者為非？,,,,,,,,,,,,,,,,,,
,,,4,王老師沒收胖虎和小夫在上課中傳遞的交換日記，並於下課時閱讀內容，請問王老師侵犯到胖虎和小夫的何種隱私權？,,,,,,,,,,,,,,,,,,
,2,3,,小華是一位主修管理學的研究生，請先回顧下方關於他的碩士論文研究歷程，再思考他可能涉及何種類型的不當研究行為,,,,,,,,,,,,,,,,,,
,,,4,原則上，被列名為論文作者不會對個人產生何種特殊影響？,,,,,,,,,,,,,,,,,,
1,,,,從《紐倫堡宣言》、《赫爾辛基宣言》和《貝爾蒙特報告書》中，可歸納出哪些研究倫理的基本原則？,,,,,,,,,,,,,,,,,,
,,,4,以下何者符合《貝爾蒙特報告書》中「正義」原則的研究行為,,,,,,,,,,,,,,,,,,
,2,,,「改寫」（paraphrasing）與「摘寫」（summarizing）的最大不同在於哪裡？,,,,,,,,,,,,,,,,,,
,2,3,4,小華是一位主修管理學的研究生，請先回顧下方關於他的碩士論文研究歷程，再思考他可能涉及何種類型的不當研究行為,,,,,,,,,,,,,,,,,,
,2,,,下列關於「抄襲」與「自我抄襲」的敘述，何者錯誤？,,,,,,,,,,,,,,,,,,
,2,3,4,有效處理利益衝突,,,,,,,,,,,,,,,,,,
,2,,,若要引述別人的論點或文章，下列何者的呈現方式較不恰當？,,,,,,,,,,,,,,,,,,
1,,,4,多多正準備進行動物實驗,,,,,,,,,,,,,,,,,,
,,,4,關於資料蒐集程序，下列何者為非？,,,,,,,,,,,,,,,,,,
,,3,,下列哪些行為或事物受《著作權法》保護？ a.舞蹈動作 b.情書 c.構想 d.國小教科書 e.標點符號 f.臺中市政府發布之命令,,,,,,,,,,,,,,,,,,
,,3,,若一位心理學研究所的碩士新生，想在執行研究前先了解心理學研究的倫理規範，他可以由哪方面著手取得最核心的規範事項？,,,,,,,,,,,,,,,,,,
,,,4,《個資法》規範的對象為何？,,,,,,,,,,,,,,,,,,
1,,,,著作權法所保護的著作類型有多種，下列何種著作的類型與其他三者不同？,,,,,,,,,,,,,,,,,,
1,,,,某研究者以國小中年級的學生為受試對象，在問卷內容中皆標註注音符號。這情形說明研究者有顧及到知情同意的何種要素？,,,,,,,,,,,,,,,,,,
,2,3,4,某中文系學生的專題論文為了探討作詞的用詞遣字，在引用時將所有方文山作詞的歌曲都列出來。請問此學生的引用是否在合理範圍內？,,,,,,,,,,,,,,,,,,
,2,3,4,陳老師是學校的輔導老師，其透過監視器觀察小南獨自在遊戲治療室的活動情形，請問陳老師是否觸犯到刑法？,,,,,,,,,,,,,,,,,,
,,,4,不同的研究情境會有不同的利益衝突情境。請問下列何種情境比較沒有涉及利益衝突不當管理的問題？,,,,,,,,,,,,,,,,,,
,,,4,小美是一位醫學工程領域的博士生，她的指導教授要求她必須協助三位碩士生進行他們的論文研究。半年前，有一位碩士生的實驗一直失敗，因此尋求小美的協助。小美在經過了解後發現，原來該碩士生一直沒有正確校正一個重要的實驗儀器，才會使得實驗無法進行；因此她花了些時間手動校正儀器，並順利排除了問題。近日，這位碩士生不但通過論文口試，也主筆把碩士論文改寫成一篇研討會論文，準備投稿到國外的研討會去發表。此時他寫信詢問小美，希望可以將她列名為自己和指導教授以外的第三位論文作者，以感謝她當初在儀器校正上的協助。請問依據一般研究倫理的規範，小美應該答應這個邀請嗎？,,,,,,,,,,,,,,,,,,
1,2,,4,身為學術界的一員，下列哪些行為是可以避免自我抄襲的有效作法？(a) 同一筆研究資料，勿再重複發表論文 (b) 將一筆資料擴充收新的資料後，再次寫成研究論文投稿 (c) 避免將同一筆資料修改詮釋後，再次寫成研究論文投稿 (d) 善用引述、改寫和摘寫等方法重新處理自己曾經撰寫過的文字，並清楚註明出處 (e) 把自己於某已出版論文中製作的圖或表，重新原封不動地使用於另一篇文章,,,,,,,,,,,,,,,,,,
,,3,,若小花的媽媽在小花不在家時拆閱快樂國小寄給小花的入學通知單，請問小花的媽媽是否侵犯到小花的隱私權？,,,,,,,,,,,,,,,,,,
1,,,,依《個資法》規定，當事人可向蒐集其個資的單位要求數種權利，下列何者為非？,,,,,,,,,,,,,,,,,,
,,,4,請問下列何人並沒有做到妥善的利益衝突管理？,,,,,,,,,,,,,,,,,,
,,3,,被研究者應被平等的對待與選擇，其揭示何種研究倫理？,,,,,,,,,,,,,,,,,,
1,,3,4,通常學術研究中，除了主筆寫作論文的人之外，下列誰最有資格列為共同作者？,,,,,,,,,,,,,,,,,,
,,,4,論文作者有多位時，通常是依什麼為排序原則？,,,,,,,,,,,,,,,,,,
,,,4,在「受試者保護的原則和作法」單元中所提及的梅毒實驗事件，涉及許多研究倫理議題，若僅單看知情同意的部分，該事件的研究者不符合何種要素？,,,,,,,,,,,,,,,,,,
1,,,,小究是一位運動生理學領域的博士生，他最近正在規劃一個體重控制的研究，預計招募一些35至50歲、體重過胖，且無特殊疾病的人士參與實驗。希望在實驗過程中，透過飲食控制、定期運動及社會支持等介入，能達到減重及減脂的目的。請問下列哪些流程是小究該執行的，而執行的流程又該為何？(1)正式招募受試者，並排除不適合的志願者 (2)規劃研究企劃書，並妥善安排保護受試者的機制 (3)將研究計畫交給校內的機構審查委員會接受倫理審查 (4)在實驗進行階段，定期追蹤每位受試者的生心理狀態 (5)撰寫研究論文，且不在報告中提及任何可能揭露受試者身分的資訊 (6)對於減重狀況不佳或生心理狀態異常者，建議他尋求正規醫療或輔導的介入,,,,,,,,,,,,,,,,,,
1,2,3,,依照美國心理學會（American Psychological Association）的論文寫作格式規定，論文中若要呈現受訪者的原始回答內容，以下敘述何者正確？,,,,,,,,,,,,,,,,,,
,,,4,下列何者研究行為沒有遵守「尊重人權與人類尊嚴」的原則？,,,,,,,,,,,,,,,,,,
,,,4,下列何種人屬於「易受傷害族群」？ a.未成年人 b.學生 c.軍人 d.病患 e.遊民 f.老人,,,,,,,,,,,,,,,,,,
,,3,,根據「不當研究行為的定義」單元所述，下列何者非不當研究行為？,,,,,,,,,,,,,,,,,,
,2,,,針對各研究領域和學術期刊間訂立寫作格式規範和投稿規範的敘述，下列何者為非？,,,,,,,,,,,,,,,,,,
,2,,,《個資法》規範的內容包括對個人資料的何種行為？ a.利用 b.處理 c.蒐集 d.翻譯 e.改作 ,,,,,,,,,,,,,,,,,,
,2,,,小碩正在撰寫跟網路教學相關的論文，請問下列何者的文句是小碩使用「引述（quoting）」的寫作技巧？,,,,,,,,,,,,,,,,,,
,,,4,下列何者對「篡改」資料的敘述有誤？,,,,,,,,,,,,,,,,,,
1,2,,,下列對於師生間的掛名原則，何者為非？,,,,,,,,,,,,,,,,,,
,,3,,某海生館的海豹利用水彩作畫，並公開展覽。其畫作是否受《著作權法》保護？,,,,,,,,,,,,,,,,,,
,2,,,關於利益衝突管理之內涵，下列何者錯誤？,,,,,,,,,,,,,,,,,,
,,,4,小妍想要將自己的研究成果寫成期刊論文投稿，下列何者為避免自我抄襲的有效辦法？,,,,,,,,,,,,,,,,,,
1,2,3,,在不同的專業領域通常有不同的學術引用格式規範，下列何者引用格式可能最不完整？,,,,,,,,,,,,,,,,,,
,2,3,4,依學術常規而論，請將下列的作者人選依工作項目排序作者定位。大雄：協助資料蒐集與統計分析 靜香：負責撰寫初稿、實驗設計與結果分析解釋 小夫：負責主持及指導研究工作 胖虎：協助鍵入研究資料,,,,,,,,,,,,,,,,,,
,,3,,下列對改寫（paraphrasing）的寫作技巧，何者有誤？,,,,,,,,,,,,,,,,,,
,2,,,大利航空公司為了瞭解員工，要求每位新進員工填寫一份基本資料表，並請人事室彙整。在基本資料表中，何種項目請求員工填寫較不適當？,,,,,,,,,,,,,,,,,,
,2,3,,何者不是負責任的研究者必須落實的倫理規範？,,,,,,,,,,,,,,,,,,
,,3,4,下列對「捏造」資料的敘述何者有誤？,,,,,,,,,,,,,,,,,,
,,,4,小美媽媽趁小美去上學時，進到小美的房間進行打掃，請問小美媽媽是否侵犯到小美的隱私權？,,,,,,,,,,,,,,,,,,
,2,3,4,小華是一位主修管理學的研究生，請先回顧下方關於他的碩士論文研究歷程，再思考他可能涉及何種類型的不當研究行為：在研究初期，小華先使用問卷調查法蒐集資料，並利用專業的統計軟體去分析數據。但由於分析的結果不理想，無法支持預期的研究假設，於是他在進行研究結果的製表時，決定刪除及修改了一些可能會影響結果的數據，使表格中的資料能呈現他預期中的結果。一學期之後，小華順利完成了碩士論文，並通過口試取得碩士學位。又過了半年，小華依據論文口試委員的指導及建議，使用了高階的統計方法去分析之前的問卷調查資料；這次他並未修改任何原始數據，且依分析結果重新撰寫了一篇全新的論文，並成功獲國內某學術研討會的發表機會。,,,,,,,,,,,,,,,,,,
,,3,,下列何者不是《貝爾蒙特報告書》所提到之研究過程中必須遵循的基本原則？ ,,,,,,,,,,,,,,,,,,
,,3,,「宮崎駿強調 “對動畫依舊抱持極大熱情，直到我死之前，都會繼續從事創作。”」引號內的文句是否為正確的引述？,,,,,,,,,,,,,,,,,,
1,,3,,多多正準備進行動物實驗，他需注意哪些研究行為的倫理守則？,,,,,,,,,,,,,,,,,,
,,,4,以下何者符合《貝爾蒙特報告書》中「正義」原則的研究行為？,,,,,,,,,,,,,,,,,,
,,,4,二年前，小花還是一位碩士生，她透過網路問卷調查的方式蒐集研究資料，並在問卷結束前請參與作答的 535 位受試者提供個人真實姓名、地址、電話及電郵信箱，以寄送回饋禮品給他們。小花在蒐集這些資料前，有先聲明這些資料的用途及保存方式，並強調這些資料僅供此次禮品寄送之用。此外填答者可以自主決定是否提供資料；僅有同意並簽署線上同意聲明文件者，小花才會使用他們的地址寄送禮品。後來小花畢業了，又繼續在同一間學校的博士班就讀。有一次為了所上學術活動的需要，她調出了過去透過問卷調查而蒐集來的地址，並以系所的名義寄發活動的邀請函給這些過去的研究參與者。請問小花的作法是否有違反我國《個人資料保護法》的疑慮？,,,,,,,,,,,,,,,,,,
